Address,City,State,Zip,AUTO_UNIQUE_ID_2019-08-19_glenpark_address_set_2,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType
5500 COLLEGE AV,Oakland,CA,,1,USCGeocoder,1,218.7437,,4.1,,37.8427663,-122.2513734,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
CONGRESS AV & HIGH ST,Oakland,CA,,2,USCGeocoder,1,31.2507,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1200 85TH AV,Oakland,CA,,3,USCGeocoder,1,93.7426,,4.1,,37.7516870332587,-122.180518926395,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3614.12278794823,Meters,03,StreetSegmentInterpolation
95TH AV & INTERNATIONAL BLVD,Oakland,CA,,4,USCGeocoder,1,31.203,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2400 KINGSLAND AV,Oakland,CA,,5,USCGeocoder,1,31.2385,,4.1,,37.7735522192747,-122.196875073325,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2828.02386185341,Meters,03,StreetSegmentInterpolation
100 MYRTLE ST,Oakland,CA,,6,USCGeocoder,1,93.8108,,4.1,,37.7984359904735,-122.285566102416,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,985.826148883905,Meters,03,StreetSegmentInterpolation
2500 62ND AV,Oakland,CA,,7,USCGeocoder,1,156.2567,,4.1,,37.7689056,-122.1892996,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1100 32ND ST,Oakland,CA,,8,USCGeocoder,1,78.1368,,4.1,,37.8236085875745,-122.279936582323,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2240.01651687315,Meters,03,StreetSegmentInterpolation
700 30TH ST,Oakland,CA,,9,USCGeocoder,1,93.7516,,4.1,,37.8199476008676,-122.27224510985,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,5004.28649538849,Meters,03,StreetSegmentInterpolation
7600 EARHART RD,Oakland,CA,,10,USCGeocoder,1,78.0693,,4.1,,37.7352634870871,-122.21575610603,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4994.63932304503,Meters,03,StreetSegmentInterpolation
300 JAYNE AV,Oakland,CA,,11,USCGeocoder,1,93.7444,,4.1,,37.8133247555729,-122.255788902044,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4860.61772534158,Meters,03,StreetSegmentInterpolation
98TH AV & AIRPORT ACCESS RD,Oakland,CA,,12,USCGeocoder,1,31.2325,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
5800 KINGSLEY CIR,Oakland,CA,,13,USCGeocoder,1,250,,4.1,,37.7728396,-122.1906654,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,91.4201183431953,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2500 TRUMAN AV,Oakland,CA,,14,USCGeocoder,1,109.3756,,4.1,,37.7462749894381,-122.155332780427,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,7974.96869692113,Meters,03,StreetSegmentInterpolation
1800 13TH AV,Oakland,CA,,15,USCGeocoder,1,281.2171,,4.1,,37.7924577930428,-122.243455253097,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2434.90205124347,Meters,03,StreetSegmentInterpolation
4400 MOUNTAIN BLVD,Oakland,CA,,16,USCGeocoder,1,62.6046,,4.1,,37.7929044809965,-122.180386437173,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2558.76305208448,Meters,03,StreetSegmentInterpolation
94TH AV & MACARTHUR BLVD,Oakland,CA,,17,USCGeocoder,1,15.6246,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1000 24TH ST,Oakland,CA,,18,USCGeocoder,1,109.4603,,4.1,,37.8165371551173,-122.280221846683,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2205.35632741172,Meters,03,StreetSegmentInterpolation
38TH AV & BROOKDALE AV,Oakland,CA,,19,USCGeocoder,1,31.2455,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
35TH ST & WEST ST,Oakland,CA,,20,USCGeocoder,1,46.828,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2400 77TH AV,Oakland,CA,,21,USCGeocoder,1,78.1088,,4.1,,37.7632979793121,-122.175461525244,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3045.93690061057,Meters,03,StreetSegmentInterpolation
1300 MANDELA PKWY,Oakland,CA,,22,USCGeocoder,1,140.6261,,4.1,,37.8097901791825,-122.291621139173,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1281.2107183747,Meters,03,StreetSegmentInterpolation
8400 GOLF LINKS RD,Oakland,CA,,23,USCGeocoder,1,218.7553,,4.1,,37.7621333,-122.1603976,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2000 SAN PABLO AV,Oakland,CA,,24,USCGeocoder,1,171.8684,,4.1,,37.8102886,-122.2728644,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
BROADWAY & W GRAND AV,Oakland,CA,,25,USCGeocoder,1,31.2553,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2300 IVY DR,Oakland,CA,,26,USCGeocoder,1,78.1436,,4.1,,37.8009024295815,-122.244704046961,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,5449.58384818304,Meters,03,StreetSegmentInterpolation
4100 MERA ST,Oakland,CA,,27,USCGeocoder,1,218.6945,,4.1,,37.7776944,-122.2119222,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1200 95TH AV,Oakland,CA,,28,USCGeocoder,1,187.4824,,4.1,,37.7448884,-122.1751515,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3100 PLEITNER AV,Oakland,CA,,29,USCGeocoder,1,31.2497,,4.1,,37.7931717317346,-122.211916192357,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4863.61349624442,Meters,03,StreetSegmentInterpolation
3400 BIRDSALL AV,Oakland,CA,,30,USCGeocoder,1,203.1006,,4.1,,37.783763,-122.1937118,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2600 PLEASANT ST,Oakland,CA,,31,USCGeocoder,1,93.7814,,4.1,,37.797229905554,-122.217386488407,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2805.52257920336,Meters,03,StreetSegmentInterpolation
75TH AV & INTERNATIONAL BLVD,Oakland,CA,,32,USCGeocoder,1,31.2927,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
5800 SAN PABLO AV,Oakland,CA,,33,USCGeocoder,1,31.2572,,4.1,,37.8410479529141,-122.283162284039,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2616.69748825207,Meters,03,StreetSegmentInterpolation
2600 WAKEFIELD AV,Oakland,CA,,34,USCGeocoder,1,218.7587,,4.1,,37.792747,-122.2286382,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
4100 BAYO ST,Oakland,CA,,35,USCGeocoder,1,78.1639,,4.1,,37.7913013725545,-122.191815375812,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3739.46703057643,Meters,03,StreetSegmentInterpolation
5200 COLLEGE AV,Oakland,CA,,36,USCGeocoder,1,78.1268,,4.1,,37.837149010112,-122.251275999832,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2137.65765126655,Meters,03,StreetSegmentInterpolation
900 92ND AV,Oakland,CA,,37,USCGeocoder,1,140.6373,,4.1,,37.7433619822251,-122.184455074189,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,6026.48764385376,Meters,03,StreetSegmentInterpolation
1400 MITCHELL ST,Oakland,CA,,38,USCGeocoder,1,78.1947,,4.1,,37.7803076515155,-122.230729108028,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4877.81601133477,Meters,03,StreetSegmentInterpolation
9100 D ST,Oakland,CA,,39,USCGeocoder,1,203.1306,,4.1,,37.7468188,-122.1787329,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1900 9TH AV,Oakland,CA,,40,USCGeocoder,1,62.5972,,4.1,,37.7960359618969,-122.245869006298,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2508.50133077335,Meters,03,StreetSegmentInterpolation
2200 57TH AV,Oakland,CA,,41,USCGeocoder,1,203.1262,,4.1,,37.7701428,-122.1955183,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
74TH AV & INTERNATIONAL BLVD,Oakland,CA,,42,USCGeocoder,1,31.2205,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
300 38TH ST,Oakland,CA,,43,USCGeocoder,1,140.6253,,4.1,,37.8263228671919,-122.257616835649,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2469.24617075501,Meters,03,StreetSegmentInterpolation
3200 SUTER ST,Oakland,CA,,44,USCGeocoder,1,109.4334,,4.1,,37.7942429021734,-122.208139123203,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3177.97280148277,Meters,03,StreetSegmentInterpolation
900 106TH AV,Oakland,CA,,45,USCGeocoder,1,343.7283,,4.1,,37.7349407,-122.1737144,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
BROMLEY AV & SEMINARY AV,Oakland,CA,,46,USCGeocoder,1,31.2575,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
31ST ST & TELEGRAPH AV,Oakland,CA,,47,USCGeocoder,1,31.2442,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1800 FRANKLIN ST,Oakland,CA,,48,USCGeocoder,1,46.848,,4.1,,37.8066936172344,-122.268099425605,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3085.45196786895,Meters,03,StreetSegmentInterpolation
88TH AV & MACARTHUR BLVD,Oakland,CA,,49,USCGeocoder,1,15.6217,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1900 E 17TH ST,Oakland,CA,,50,USCGeocoder,1,328.1155,,4.1,,37.7889808,-122.2383228,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
9400 SAN LEANDRO ST,Oakland,CA,,51,USCGeocoder,1,31.2741,,4.1,,37.7421329196338,-122.183190032702,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,11709.0978069045,Meters,03,StreetSegmentInterpolation
5300 MARTIN LUTHER KING JR WY,Oakland,CA,,52,USCGeocoder,1,46.8373,,4.1,,37.8380844458361,-122.269161640161,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,92.6775147928994,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2426.46929033217,Meters,03,StreetSegmentInterpolation
19TH ST & WEBSTER ST,Oakland,CA,,53,USCGeocoder,1,31.2488,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
7TH ST & HENRY ST,Oakland,CA,,54,USCGeocoder,1,46.8983,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
40TH ST & OPAL ST,Oakland,CA,,55,USCGeocoder,1,31.2498,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
7400 ARTHUR ST,Oakland,CA,,56,USCGeocoder,1,156.2543,,4.1,,37.7631528,-122.1796561,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3700 BROWN AV,Oakland,CA,,57,USCGeocoder,1,93.6374,,4.1,,37.7925068181068,-122.197437889956,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4518.30268742563,Meters,03,StreetSegmentInterpolation
37TH ST & MARKET ST,Oakland,CA,,58,USCGeocoder,1,31.2494,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2500 79TH AV,Oakland,CA,,59,USCGeocoder,1,78.0518,,4.1,,37.762310416811,-122.172643616813,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2860.27616437431,Meters,03,StreetSegmentInterpolation
18TH ST & FILBERT ST,Oakland,CA,,60,USCGeocoder,1,31.2272,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1000 22ND AV,Oakland,CA,,61,USCGeocoder,1,218.7556,,4.1,,37.7817895,-122.2396789,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1400 12TH ST,Oakland,CA,,62,USCGeocoder,1,218.7157,,4.1,,37.8092467006107,-122.292308011646,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2534.65421016887,Meters,03,StreetSegmentInterpolation
1200 52ND AV,Oakland,CA,,63,USCGeocoder,1,93.7837,,4.1,,37.7665501094202,-122.209142055106,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,6095.47917646123,Meters,03,StreetSegmentInterpolation
2500 WALLACE ST,Oakland,CA,,64,USCGeocoder,1,171.8745,,4.1,,37.7950841,-122.2350961,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
300 24TH ST,Oakland,CA,,65,USCGeocoder,1,218.761,,4.1,,37.813169,-122.2628287,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1700 E 20TH ST,Oakland,CA,,66,USCGeocoder,1,265.8229,,4.1,,37.7919761,-122.2388155,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2400 E 21ST ST,Oakland,CA,,67,USCGeocoder,1,109.3735,,4.1,,37.7874980509465,-122.229584618754,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3445.59088393534,Meters,03,StreetSegmentInterpolation
100 10TH ST,Oakland,CA,,68,USCGeocoder,1,249.9829,,4.1,,37.798427560623,-122.264595801544,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2849.77952606371,Meters,03,StreetSegmentInterpolation
35TH AV & EB I580,Oakland,CA,,69,USCGeocoder,1,31.256,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
4300 VIRGINIA AV,Oakland,CA,,70,USCGeocoder,1,93.7387,,4.1,,37.7846333901013,-122.200058566093,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3250.09281947371,Meters,03,StreetSegmentInterpolation
1700 SAN PABLO AV,Oakland,CA,,71,USCGeocoder,1,46.8733,,4.1,,37.8071642508376,-122.27222766907,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2100.67218218232,Meters,03,StreetSegmentInterpolation
3200 DELAWARE ST,Oakland,CA,,72,USCGeocoder,1,156.243,,4.1,,37.7947632476501,-122.205142816303,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3618.63357497379,Meters,03,StreetSegmentInterpolation
6900 INTERNATIONAL BLVD,Oakland,CA,,73,USCGeocoder,1,171.8669,,4.1,,37.760898,-122.189674,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
300 62ND ST,Oakland,CA,,74,USCGeocoder,1,62.4755,,4.1,,37.8494724117227,-122.25248245001,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3935.74393614754,Meters,03,StreetSegmentInterpolation
COURTLAND AV & HIGH ST,Oakland,CA,,75,USCGeocoder,1,31.2275,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
