Address,City,State,Zip
47TH AV & FOOTHILL BLVD,Oakland,CA,
700 HIGH ST,Oakland,CA,
1500 MYRTLE ST,Oakland,CA,
53RD AV & SAN LEANDRO ST,Oakland,CA,
4800 FOOTHILL BLVD,Oakland,CA,
300 PARK VIEW TER,Oakland,CA,
1600 88TH AV,Oakland,CA,
1600 25TH AV,Oakland,CA,
3100 UNION ST,Oakland,CA,
1800 SAN PABLO AV,Oakland,CA,
9700 D ST,Oakland,CA,
0 WASHINGTON ST,Oakland,CA,
8TH ST & UNION ST,Oakland,CA,
2500 67TH AV,Oakland,CA,
3800 SHAFTER AV,Oakland,CA,
1900 3RD AV,Oakland,CA,
6700 BROADWAY TER,Oakland,CA,
1200 30TH AV,Oakland,CA,
3200 LORENZO AV,Oakland,CA,
BANCROFT AV & FAIRFAX AV,Oakland,CA,
3100 SCHOOL ST,Oakland,CA,
700 CLARA ST,Oakland,CA,
1700 100TH AV,Oakland,CA,
E 12TH ST & 7TH AV,Oakland,CA,
35TH AV & SAN LEANDRO ST,Oakland,CA,
3700 ANGELO AV,Oakland,CA,
2700 E 21ST ST,Oakland,CA,
87TH AV & BANCROFT AV,Oakland,CA,
900 FRUITVALE AV,Oakland,CA,
17TH ST & HARRISON ST,Oakland,CA,
18TH ST & CASTRO ST,Oakland,CA,
300 WEBSTER ST,Oakland,CA,
1000 ELMHURST AV,Oakland,CA,
300 BELLEVUE AV,Oakland,CA,
6TH ST & WASHINGTON ST,Oakland,CA,
3700 HARRISON ST,Oakland,CA,
7800 HILLMONT DR,Oakland,CA,
3100 MONTICELLO AV,Oakland,CA,
4000 SAN LEANDRO ST,Oakland,CA,
1600 67TH AV,Oakland,CA,
53RD AV & INTERNATIONAL BLVD,Oakland,CA,
58TH ST & TELEGRAPH AV,Oakland,CA,
16TH ST & ADELINE ST,Oakland,CA,
5500 SCOVILLE ST,Oakland,CA,
2000 E 30TH ST,Oakland,CA,
2000 14TH AV,Oakland,CA,
2700 CHESTNUT ST,Oakland,CA,
1100 5TH AV,Oakland,CA,
2600 MARKET ST,Oakland,CA,
1400 10TH ST,Oakland,CA,
19TH ST & FRANKLIN ST,Oakland,CA,
8900 THERMAL ST,Oakland,CA,
1700 8TH AV,Oakland,CA,
94TH AV & HOLLY ST,Oakland,CA,
1000 E 23RD ST,Oakland,CA,
60TH ST & DOVER ST,Oakland,CA,
1100 61ST AV,Oakland,CA,
10700 APRICOT ST,Oakland,CA,
1200 ADELINE ST,Oakland,CA,
10900 EDES AV,Oakland,CA,
700 13TH ST,Oakland,CA,
1900 22ND AV,Oakland,CA,
1000 BELLA VISTA AV,Oakland,CA,
300 VAN BUREN AV,Oakland,CA,
10400 EDES AV,Oakland,CA,
23RD AV & E 7TH ST,Oakland,CA,
11000 ROBLEDO DR,Oakland,CA,
1300 HOLMAN RD,Oakland,CA,
3000 23RD AV,Oakland,CA,
500 43RD ST,Oakland,CA,
1400 MIDDLE HARBOR RD,Oakland,CA,
2800 CARMEL ST,Oakland,CA,
COOLIDGE AV & NICOL AV,Oakland,CA,
900 AILEEN ST,Oakland,CA,
4800 LAWTON AV,Oakland,CA,
1300 E 33RD ST,Oakland,CA,
78TH AV & ARTHUR ST,Oakland,CA,
900 39TH ST,Oakland,CA,
7200 EDGEWATER DR,Oakland,CA,
DIST 3,Oakland,CA,
1100 72ND AV,Oakland,CA,
600 FAIRMOUNT AV,Oakland,CA,
4000 LINCOLN AV,Oakland,CA,
600 25TH ST,Oakland,CA,
2700 HAVENSCOURT BLVD,Oakland,CA,
3200 LOUISE ST,Oakland,CA,
35TH AV & PENNIMAN AV,Oakland,CA,
1000 TRESTLE GLEN RD,Oakland,CA,
2300 65TH AV,Oakland,CA,
1700 BRIDGE AV,Oakland,CA,
1500 4TH AV,Oakland,CA,
7TH ST & BRUSH ST,Oakland,CA,
1900 55TH AV,Oakland,CA,
32ND ST & MARTIN LUTHER KING JR WY,Oakland,CA,
400 51ST ST,Oakland,CA,
3300 COOLIDGE AV,Oakland,CA,
1400 7TH AV,Oakland,CA,
1100 88TH AV,Oakland,CA,
5500 TELEGRAPH AV,Oakland,CA,
3300 CHESTNUT ST,Oakland,CA,
1000 OAK ST,Oakland,CA,
500 CHETWOOD ST,Oakland,CA,
EMBARCADERO WEST & MARTIN LUTHER KING JR WY,Oakland,CA,
2500 7TH AV,Oakland,CA,
4400 PIEDMONT AV,Oakland,CA,
75TH AV & SAN LEANDRO ST,Oakland,CA,
57TH AV & FOOTHILL BLVD,Oakland,CA,
1900 14TH AV,Oakland,CA,
9300 OLIVE ST,Oakland,CA,
5100 SHATTUCK AV,Oakland,CA,
1400 MILLER AV,Oakland,CA,
MASTERSON ST & MAYBELLE AV,Oakland,CA,
2700 106TH AV,Oakland,CA,
7400 SAN LEANDRO ST,Oakland,CA,
68TH AV & FOOTHILL BLVD,Oakland,CA,
900 39TH AV,Oakland,CA,
11TH ST & BRUSH ST,Oakland,CA,
10200 INTERNATIONAL BLVD,Oakland,CA,
61ST ST & SAN PABLO AV,Oakland,CA,
700 RAND AV,Oakland,CA,
2900 60TH AV,Oakland,CA,
30TH ST & WEST ST,Oakland,CA,
900 18TH ST,Oakland,CA,
3000 55TH AV,Oakland,CA,
2200 E 12TH ST,Oakland,CA,
1700 MARTIN LUTHER KING JR WY,Oakland,CA,
56TH AV & INTERNATIONAL BLVD,Oakland,CA,
2800 FOOTHILL BLVD,Oakland,CA,
90TH AV & HOLLY ST,Oakland,CA,
7400 HOLLY ST,Oakland,CA,
1100 64TH AV,Oakland,CA,
900 76TH AV,Oakland,CA,
FOOTHILL BLVD & HARRINGTON AV,Oakland,CA,
50TH AV & FOOTHILL BLVD,Oakland,CA,
1600 6TH AV,Oakland,CA,
8500 A ST,Oakland,CA,
300 LENOX AV,Oakland,CA,
73RD AV & FRESNO ST,Oakland,CA,
500 23RD AV,Oakland,CA,
8000 HANSOM DR,Oakland,CA,
2700 COOLIDGE AV,Oakland,CA,
3200 KEMPTON AV,Oakland,CA,
7100 SPENCER ST,Oakland,CA,
20TH AV & FOOTHILL BLVD,Oakland,CA,
1400 52ND AV,Oakland,CA,
1800 40TH AV,Oakland,CA,
3600 HAGEMAN AV,Oakland,CA,
1100 BELLA VISTA AV,Oakland,CA,
9000 A ST,Oakland,CA,
1800 E 21ST ST,Oakland,CA,
2200 42ND AV,Oakland,CA,
3000 MAPLE AV,Oakland,CA,
6100 HAYES ST,Oakland,CA,
48TH ST & SHATTUCK AV,Oakland,CA,
1800 78TH AV,Oakland,CA,
5300 BELVEDERE ST,Oakland,CA,
62ND AV & HAYES ST,Oakland,CA,
3200 CURRAN AV,Oakland,CA,
2500 66TH AV,Oakland,CA,
CLAREMONT AV & TELEGRAPH AV,Oakland,CA,
96TH AV & OLIVE ST,Oakland,CA,
7800 OUTLOOK AV,Oakland,CA,
KELLER AV & MOUNTAIN BLVD,Oakland,CA,
8TH ST & HENRY ST,Oakland,CA,
8900 MACARTHUR BLVD,Oakland,CA,
1200 FRANKLIN ST,Oakland,CA,
GRAND AV & LEE ST,Oakland,CA,
5500 SHATTUCK AV,Oakland,CA,
100 13TH ST,Oakland,CA,
500 MONTCLAIR AV,Oakland,CA,
MORAGA AV & THORNHILL DR,Oakland,CA,
1900 E 25TH ST,Oakland,CA,
1300 76TH AV,Oakland,CA,
72ND AV & INTERNATIONAL BLVD,Oakland,CA,
7600 BANCROFT AV,Oakland,CA,
96TH AV & BIRCH ST,Oakland,CA,
4100 HOWE ST,Oakland,CA,
1700 19TH AV,Oakland,CA,
15TH AV & INTERNATIONAL BLVD,Oakland,CA,
3900 COLUMBIAN DR,Oakland,CA,
1000 44TH AV,Oakland,CA,
51ST ST & MARTIN LUTHER KING JR WY,Oakland,CA,
1600 E 32ND ST,Oakland,CA,
2400 E 24TH ST,Oakland,CA,
2000 45TH AV,Oakland,CA,
600 55TH ST,Oakland,CA,
1100 78TH AV,Oakland,CA,
700 15TH ST,Oakland,CA,
300 ORANGE ST,Oakland,CA,
9900 HOLLY ST,Oakland,CA,
E 16TH ST & SEMINARY AV,Oakland,CA,
98TH AV & WALNUT ST,Oakland,CA,
7600 NEY AV,Oakland,CA,
7200 HAMILTON ST,Oakland,CA,
20TH ST & FRANKLIN ST,Oakland,CA,
CLAY ST & EMBARCADERO WEST,Oakland,CA,
2500 24TH AV,Oakland,CA,
3900 RUBY ST,Oakland,CA,
2500 IVY DR,Oakland,CA,
7200 HALLIDAY AV,Oakland,CA,
45TH ST & WEST ST,Oakland,CA,
2500 KINGSLAND AV,Oakland,CA,
7TH ST & FRANKLIN ST,Oakland,CA,
5600 HARMON AV,Oakland,CA,
2300 E 23RD ST,Oakland,CA,
2000 86TH AV,Oakland,CA,
2800 OCTAVIA ST,Oakland,CA,
3700 PARK BOULEVARD WY,Oakland,CA,
7900 HILLMONT DR,Oakland,CA,
4000 EDWARDS AV,Oakland,CA,
3900 SAN JUAN ST,Oakland,CA,
3500 RICHMOND BLVD,Oakland,CA,
0 LAKESIDE DR,Oakland,CA,
1400 14TH ST,Oakland,CA,
600 APGAR ST,Oakland,CA,
700 CALMAR AV,Oakland,CA,
6300 SAN PABLO AV,Oakland,CA,
SEMINARY AV & SUNNYMERE AV,Oakland,CA,
6200 CLAREMONT AV,Oakland,CA,
19TH ST & HARRISON ST,Oakland,CA,
4100 SHAFTER AV,Oakland,CA,
66TH AV & BANCROFT AV,Oakland,CA,
2500 61ST AV,Oakland,CA,
1900 87TH AV,Oakland,CA,
9900 E ST,Oakland,CA,
E 16TH ST & 62ND AV,Oakland,CA,
2500 68TH AV,Oakland,CA,
4500 SAN CARLOS AV,Oakland,CA,
BODEN WY & LAKESHORE AV,Oakland,CA,
0 7TH ST,Oakland,CA,
9500 HOLLY ST,Oakland,CA,
2900 NICOL AV,Oakland,CA,
12TH ST & MANDELA PKWY,Oakland,CA,
1600 7TH AV,Oakland,CA,
1400 71ST AV,Oakland,CA,
100 MONTE CRESTA AV,Oakland,CA,
400 ATHOL AV,Oakland,CA,
10TH ST & CLAY ST,Oakland,CA,
2000 AUSEON AV,Oakland,CA,
5500 HARBORD DR,Oakland,CA,
E 19TH ST & 8TH AV,Oakland,CA,
2600 MARTIN LUTHER KING JR WY,Oakland,CA,
1000 39TH ST,Oakland,CA,
2400 LINDEN ST,Oakland,CA,
7300 LOCKWOOD ST,Oakland,CA,
2000 FRUITVALE AV,Oakland,CA,
4600 INTERNATIONAL BLVD,Oakland,CA,
1400 98TH AV,Oakland,CA,
2900 MCKILLOP RD,Oakland,CA,
3200 HANNAH ST,Oakland,CA,
700 SANTA RAY AV,Oakland,CA,
54TH ST & MARTIN LUTHER KING JR WY,Oakland,CA,
E 12TH ST & 51ST AV,Oakland,CA,
900 36TH ST,Oakland,CA,
E 12TH ST & HIGH ST,Oakland,CA,
2900 PERALTA OAKS CT,Oakland,CA,
LA SALLE AV & MOUNTAIN BLVD,Oakland,CA,
5300 PRINCETON ST,Oakland,CA,
5700 FLEMING AV,Oakland,CA,
5800 E 17TH ST,Oakland,CA,
2800 LAKESHORE AV,Oakland,CA,
1300 TRESTLE GLEN RD,Oakland,CA,
1600 FILBERT ST,Oakland,CA,
6000 CAMDEN ST,Oakland,CA,
2900 ADELINE ST,Oakland,CA,
3RD ST & WASHINGTON ST,Oakland,CA,
5TH ST & MANDELA PKWY,Oakland,CA,
600 35TH ST,Oakland,CA,
18TH ST & BRUSH ST,Oakland,CA,
41ST ST & SHAFTER AV,Oakland,CA,
3200 E 27TH ST,Oakland,CA,
1900 MYRTLE ST,Oakland,CA,
9700 BANCROFT AV,Oakland,CA,
800 92ND AV,Oakland,CA,
2000 96TH AV,Oakland,CA,
600 WESLEY AV,Oakland,CA,
3000 FLORIDA ST,Oakland,CA,
2300 E 16TH ST,Oakland,CA,
2000 24TH AV,Oakland,CA,
2200 88TH AV,Oakland,CA,
16TH ST & MARKET ST,Oakland,CA,
1200 61ST AV,Oakland,CA,
46TH AV & BANCROFT AV,Oakland,CA,
62ND AV & HILTON ST,Oakland,CA,
4100 CULVER ST,Oakland,CA,
800 75TH AV,Oakland,CA,
10000 EMPIRE RD,Oakland,CA,
800 105TH AV,Oakland,CA,
21ST ST & FRANKLIN ST,Oakland,CA,
2200 7TH AV,Oakland,CA,
1600 98TH AV,Oakland,CA,
20TH ST & HARRISON ST,Oakland,CA,
1400 12TH AV,Oakland,CA,
1000 87TH AV,Oakland,CA,
3000 E 17TH ST,Oakland,CA,
90TH AV & HILLSIDE ST,Oakland,CA,
1200 34TH ST,Oakland,CA,
1700 ADELINE ST,Oakland,CA,
1700 FRUITVALE AV,Oakland,CA,
1500 96TH AV,Oakland,CA,
200 LENOX AV,Oakland,CA,
1000 104TH AV,Oakland,CA,
700 54TH ST,Oakland,CA,
8800 D ST,Oakland,CA,
2500 55TH AV,Oakland,CA,
W GRAND AV & ISABELLA ST,Oakland,CA,
2100 45TH AV,Oakland,CA,
7400 HALLIDAY AV,Oakland,CA,
5400 TRASK ST,Oakland,CA,
MONTE VISTA AV & PIEDMONT AV,Oakland,CA,
98TH AV & A ST,Oakland,CA,
2500 CASTELLO ST,Oakland,CA,
5400 COLE ST,Oakland,CA,
2100 8TH AV,Oakland,CA,
24TH ST & MARTIN LUTHER KING JR WY,Oakland,CA,
400 STOW AV,Oakland,CA,
1700 14TH ST,Oakland,CA,
2200 E 21ST ST,Oakland,CA,
5TH ST & MARKET ST,Oakland,CA,
400 62ND ST,Oakland,CA,
5400 YGNACIO AV,Oakland,CA,
10TH ST & ADELINE ST,Oakland,CA,
900 GROSVENOR PL,Oakland,CA,
25TH ST & BROADWAY,Oakland,CA,
500 KENMORE AV,Oakland,CA,
1900 MARTIN LUTHER KING JR WY,Oakland,CA,
32ND ST & MAGNOLIA ST,Oakland,CA,
2600 25TH AV,Oakland,CA,
2800 82ND AV,Oakland,CA,
1000 E 28TH ST,Oakland,CA,
1100 E 15TH ST,Oakland,CA,
7000 FRESNO ST,Oakland,CA,
28TH ST & BROADWAY,Oakland,CA,
2600 73RD AVE,Oakland,CA,
1200 91ST AV,Oakland,CA,
300 4TH ST,Oakland,CA,
7900 HOLLY ST,Oakland,CA,
800 33RD ST,Oakland,CA,
1900 LAKESHORE AV,Oakland,CA,
4400 MARKET ST,Oakland,CA,
300 41ST ST,Oakland,CA,
2700 E 17TH ST,Oakland,CA,
1600 29TH AV,Oakland,CA,
500 30TH ST,Oakland,CA,
2500 109TH AV,Oakland,CA,
37TH AV & SAN LEANDRO ST,Oakland,CA,
1200 CLAY ST,Oakland,CA,
4000 E 18TH ST,Oakland,CA,
800 54TH ST,Oakland,CA,
500 AILEEN ST,Oakland,CA,
2900 RAWSON ST,Oakland,CA,
800 13TH ST,Oakland,CA,
2300 14TH AV,Oakland,CA,
8700 A ST,Oakland,CA,
1800 9TH AV,Oakland,CA,
E 20TH ST & 26TH AV,Oakland,CA,
1200 EMBARCADERO,Oakland,CA,
57TH ST & TELEGRAPH AV,Oakland,CA,
2100 106TH AV,Oakland,CA,
1000 92ND AV,Oakland,CA,
87TH AV & HOLLY ST,Oakland,CA,
2700 SHORT ST,Oakland,CA,
2800 BIRDSALL AV,Oakland,CA,
1100 87TH AV,Oakland,CA,
HIGH ST & VIRGINIA AV,Oakland,CA,
2100 94TH AV,Oakland,CA,
7600 HANSOM DR,Oakland,CA,
3100 DAVIS ST,Oakland,CA,
400 23RD ST,Oakland,CA,
13TH ST & MADISON ST,Oakland,CA,
2200 ROSEDALE AV,Oakland,CA,
3400 ANDOVER ST,Oakland,CA,
2000 102ND AV,Oakland,CA,
2800 VALLECITO PL,Oakland,CA,
11TH ST & CENTER ST,Oakland,CA,
6500 OUTLOOK AV,Oakland,CA,
600 60TH ST,Oakland,CA,
4700 FLEMING AV,Oakland,CA,
5100 CONGRESS AV,Oakland,CA,
72ND AV & SPENCER ST,Oakland,CA,
800 CAMPBELL ST,Oakland,CA,
1300 E 15TH ST,Oakland,CA,
38TH AV & LYON AV,Oakland,CA,
10TH ST & HARRISON ST,Oakland,CA,
CENTENNIAL DR & GRIZZLY PEAK BLVD,Oakland,CA,
88TH AV & BANCROFT AV,Oakland,CA,
5000 MELROSE AV,Oakland,CA,
7200 OAKPORT ST,Oakland,CA,
1300 E 25TH ST,Oakland,CA,
12TH ST & MARTIN LUTHER KING JR WY,Oakland,CA,
600 LONGRIDGE RD,Oakland,CA,
1600 FOOTHILL BLVD,Oakland,CA,
ISABELLA ST & WEST ST,Oakland,CA,
51ST AV & BANCROFT AV,Oakland,CA,
12TH ST & LINDEN ST,Oakland,CA,
600 8TH ST,Oakland,CA,
5300 NORMANDIE AV,Oakland,CA,
600 MANDANA BLVD,Oakland,CA,
300 7TH ST,Oakland,CA,
4700 MELROSE AV,Oakland,CA,
4100 LUSK ST,Oakland,CA,
MACARTHUR BLVD & MAPLE AV,Oakland,CA,
2700 E 16TH ST,Oakland,CA,
88TH AV & PLYMOUTH ST,Oakland,CA,
1100 76TH AV,Oakland,CA,
800 HARRISON ST,Oakland,CA,
9800 TOLER AV,Oakland,CA,
3900 FOOTHILL BLVD,Oakland,CA,
2100 25TH AV,Oakland,CA,
E 19TH ST & PARK BLVD,Oakland,CA,
900 10TH ST,Oakland,CA,
1100 WILLOW ST,Oakland,CA,
1800 101ST AV,Oakland,CA,
4400 SAN LEANDRO ST,Oakland,CA,
1900 104TH AV,Oakland,CA,
3300 COURTLAND AV,Oakland,CA,
CHURCH ST & FOOTHILL BLVD,Oakland,CA,
9500 STEARNS AV,Oakland,CA,
6400 MORAGA AV,Oakland,CA,
600 59TH ST,Oakland,CA,
ALCATRAZ AV & SAN PABLO AV,Oakland,CA,
7TH ST & ALICE ST,Oakland,CA,
3800 MIDVALE AV,Oakland,CA,
100 ALPINE TER,Oakland,CA,
9600 PLYMOUTH ST,Oakland,CA,
8400 NEY AV,Oakland,CA,
700 105TH AV,Oakland,CA,
5500 INTERNATIONAL BLVD,Oakland,CA,
9300 PEACH ST,Oakland,CA,
85TH AV & EDES AV,Oakland,CA,
5900 HILTON ST,Oakland,CA,
1400 29TH AV,Oakland,CA,
1000 67TH ST,Oakland,CA,
600 E 15TH ST,Oakland,CA,
400 CASWELL AV,Oakland,CA,
26TH ST & WEST ST,Oakland,CA,
2300 SEMINARY AV,Oakland,CA,
200 FOOTHILL BLVD,Oakland,CA,
FRUITVALE AV & HAROLD ST,Oakland,CA,
800 59TH ST,Oakland,CA,
8000 BIRCH ST,Oakland,CA,
1600 39TH AV,Oakland,CA,
3200 CHESTNUT ST,Oakland,CA,
300 63RD ST,Oakland,CA,
1600 65TH AV,Oakland,CA,
600 AILEEN ST,Oakland,CA,
78TH AV & RUDSDALE ST,Oakland,CA,
56TH ST & DOVER ST,Oakland,CA,
3100 SHEFFIELD AV,Oakland,CA,
1900 E 27TH ST,Oakland,CA,
9600 CHERRY ST,Oakland,CA,
19TH AV & E 21ST ST,Oakland,CA,
1100 62ND AV,Oakland,CA,
1400 CLAY ST,Oakland,CA,
4500 STEELE ST,Oakland,CA,
7300 MACARTHUR BLVD,Oakland,CA,
2600 COOLIDGE AV,Oakland,CA,
6600 OUTLOOK AV,Oakland,CA,
